Identifier,ACM Classification Code,Australian Educational Vocabulary,BabelNet,Basisklassifikation,BIBFRAME,BNCF Thesaurus,COAR,Cultureel Woordenboek,DBpedia,DCAT,DCMI Metadata Terms,Dictionary of Algorithms and Data Structures,Elhuyar ZTH,Encyclopædia Britannica Online,Encyclopædia Universalis,EuroVoc,File Format Wiki,Freebase,Gran Enciclopèdia Catalana,Great Russian Encyclopedia Online,GS1 Global Product Classification Brick Code,IAO,IUPAC Gold Book,Library of Congress Subject Headings,MathWorld,Microsoft Academic,National Diet Library,NicoNicoPedia,NIST/CODATA,Nomenclature for Museum Cataloging,OmegaWiki Defined Meaning,Princeton WordNet,PRONOM,PSH,QUDT,ROR,Schema.org,SPAR FaBiO,Store Norske Leksikon,Techopedia,Treccani,UNESCO Thesaurus,Unified Astronomy Thesaurus,UNSPSC Code,U.S. National Archives,VIAF,WikiData Item,WikiData Property,WordLift,World of Physics,YSO
spaceProbe,,http://vocabulary.curriculum.edu.au/scot/7635.html,https://babelnet.org/synset?word=bn:00073050n,,,,,,,,,,,https://www.britannica.com/topic/space-probe,,,,https://tools.wmflabs.org/freebase/m/02q54c9,,https://bigenc.ru/text/3959633,,,,https://id.loc.gov/authorities/sh85125949,,,,,,https://www.nomenclature.info/nom/11742,,,,https://psh.techlib.cz/skos/PSH556,,,,,https://snl.no/romsonde,,,,http://astrothesaurus.org/uat/1545,,,,https://www.wikidata.org/wiki/Q26529,,,,
spaceSegment,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2780097956,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7426091,,,,
spaceSituationalAwareness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spaceTether,,,,,,,,,,,,,,,,,,,,,,,,https://id.loc.gov/authorities/sh2004007603,,https://academic.microsoft.com/v2/detail/2776363095,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q503520,,,,
nuclearPower,,http://vocabulary.curriculum.edu.au/scot/1951.html,,,,https://thes.bncf.firenze.sbn.it/termine.php?id=7567,,https://www.cultureelwoordenboek.nl/natuurkunde-scheikunde-en-sterrenkunde/kernenergie,,,,,,https://www.britannica.com/technology/nuclear-power,https://www.universalis.fr/encyclopedie/energie-thermonucleaire/,http://eurovoc.europa.eu/753,,https://tools.wmflabs.org/freebase/m/05k97,https://www.enciclopedia.cat/EC-GEC-0281306.xml,https://bigenc.ru/text/4934267,,,,,,https://academic.microsoft.com/v2/detail/513653683,https://id.ndl.go.jp/auth/ndlna/00562391,,,,http://www.omegawiki.org/DefinedMeaning:2567,,,https://psh.techlib.cz/skos/PSH2397,,,,,https://snl.no/kjernekraft,,,http://vocabularies.unesco.org/thesaurus/concept9717,,,https://catalog.archives.gov/id/10641714,,https://www.wikidata.org/wiki/Q12739,,,,
spaceBasedSolarPower,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0gmdz1,,,,,,https://id.loc.gov/authorities/sh91001757,,https://academic.microsoft.com/v2/detail/167910428,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1981843,,,,
spacecraft,,http://vocabulary.curriculum.edu.au/scot/1745.html,https://babelnet.org/synset?word=bn:00008176n,,,https://thes.bncf.firenze.sbn.it/termine.php?id=16428,,,http://dbpedia.org/ontology/Spacecraft,,,,,https://www.britannica.com/topic/spacecraft,,,,https://tools.wmflabs.org/freebase/m/09g5h,https://www.enciclopedia.cat/EC-GEC-0081532.xml,https://bigenc.ru/text/2101488,,,,https://id.loc.gov/authorities/sh85125971,,https://academic.microsoft.com/v2/detail/29829512,,,,https://www.nomenclature.info/nom/11729,,,,https://psh.techlib.cz/skos/PSH11170,,,,,,,,http://vocabularies.unesco.org/thesaurus/concept14202,,,,,https://www.wikidata.org/wiki/Q40218,,,,http://www.yso.fi/onto/yso/p12613
spacecraftPropulsion,,,,,,https://thes.bncf.firenze.sbn.it/termine.php?id=23918,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/137647,,,,,https://tools.wmflabs.org/freebase/m/071w7,,,,,,,,https://academic.microsoft.com/v2/detail/165850701,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q609089,https://www.wikidata.org/wiki/Property:P1876,,,
spaceflight,,http://vocabulary.curriculum.edu.au/scot/726.html,https://babelnet.org/synset?word=bn:00073054n,,,,,,,,,,,https://www.britannica.com/topic/spaceflight,,http://eurovoc.europa.eu/3092,,https://tools.wmflabs.org/freebase/m/0269td7,,,,,,https://id.loc.gov/authorities/sh85125923,,https://academic.microsoft.com/v2/detail/103888896,,,,,,,,,,,,,,,,,,,https://catalog.archives.gov/id/10644073,,https://www.wikidata.org/wiki/Q5916,,,,http://www.yso.fi/onto/yso/p8840
spatialFrequency,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/08mcw7,,,,,,,,https://academic.microsoft.com/v2/detail/100921725,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1650811,,,,
spatialResolution,,,,,,,,,,,,,,https://www.britannica.com/science/resolution-physics,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/13303506,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q740898,https://www.wikidata.org/wiki/Property:P3439,,http://scienceworld.wolfram.com/physics/AngularResolution.html,
specificOrbitalEnergy,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/109139448,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q3725293,,,,
specific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specificEnergy,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/013716,https://www.britannica.com/science/specific-energy,,,,https://tools.wmflabs.org/freebase/m/025s3d7,,,,,,,,https://academic.microsoft.com/v2/detail/62609721,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q3023293,,,,
specificGravity,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/099_l,https://www.enciclopedia.cat/EC-GEC-0174410.xml,,,,https://dx.doi.org/10.1351/goldbook.R05262,,,,https://id.ndl.go.jp/auth/ndlna/00563307,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11027905,,,,
specificHeat,,,,,,https://thes.bncf.firenze.sbn.it/termine.php?id=31408,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/018197,https://www.britannica.com/science/specific-heat,,,,,,,,,https://dx.doi.org/10.1351/goldbook.S05800,,,,,,,,http://www.omegawiki.org/DefinedMeaning:333136,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q487756,https://www.wikidata.org/wiki/Property:P2056,,,
specificImpulse,,,,,,,,,,,,,,https://www.britannica.com/technology/specific-impulse,,,,https://tools.wmflabs.org/freebase/m/0b0_q,,,,,,,,https://academic.microsoft.com/v2/detail/15046436,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q51504,,,,
specificPower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specification,,,https://babelnet.org/synset?word=bn:00073217n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://psh.techlib.cz/skos/PSH8118,,,,http://purl.org/spar/fabio/Specification,,,,,,,,,https://www.wikidata.org/wiki/Q2101564,,,,
spectralComponent,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2779894145,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7575183,,,,
spectralExitance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spectralExposure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spectralFlux,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/57752652,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11254115,,,,
spectralFluxDensity,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/107245137,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7575193,,,,
spectralIntensity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spectralIrradiance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q81382741,,,,
spectralRadiance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q27649052,,,,
spectralRadiosity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spectralResolution,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/06cpcz,,,,,,,,https://academic.microsoft.com/v2/detail/124967146,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q3457898,,,,
spectralWidth,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/133807990,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q3217909,,,,
spectrogram,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/057892,https://www.britannica.com/science/spectrogram,,,,https://tools.wmflabs.org/freebase/m/01n1ly,https://www.enciclopedia.cat/EC-GEC-0105514.xml,,,,https://dx.doi.org/10.1351/goldbook.S05835,,,https://academic.microsoft.com/v2/detail/45273575,,,,https://www.nomenclature.info/nom/7721,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q578970,,,,
spectrometer,,,https://babelnet.org/synset?word=bn:00053682n,,,,,,,,,,,https://www.britannica.com/science/spectrometer,,,,https://tools.wmflabs.org/freebase/m/077y3,,,,,https://dx.doi.org/10.1351/goldbook.S05837,,,https://academic.microsoft.com/v2/detail/33390570,https://id.ndl.go.jp/auth/ndlna/00561018,,,https://www.nomenclature.info/nom/10002,,,,https://psh.techlib.cz/skos/PSH3732,,,,,,,,http://vocabularies.unesco.org/thesaurus/concept10236,http://astrothesaurus.org/uat/1554,,,,https://www.wikidata.org/wiki/Q188463,,,,
speed,,http://vocabulary.curriculum.edu.au/scot/403.html,,,,,,,,,,,,https://www.britannica.com/science/speed-mechanics,,,,,https://www.enciclopedia.cat/EC-GEC-0168027.xml,,,,https://dx.doi.org/10.1351/goldbook.S05852,,,,,,,,http://www.omegawiki.org/DefinedMeaning:3586,,,,,,,,https://snl.no/fart_-_fysikk,,,,,,,,https://www.wikidata.org/wiki/Q3711325,https://www.wikidata.org/wiki/Property:P2052,,,
speedOfLight,,,https://babelnet.org/synset?word=bn:00014374n,,,,,https://www.cultureelwoordenboek.nl/natuurkunde-scheikunde-en-sterrenkunde/lichtsnelheid,,,,,,,https://www.universalis.fr/encyclopedie/romer-demontre-que-la-vitesse-de-la-lumiere-n-est-pas-infinie/,,,https://tools.wmflabs.org/freebase/m/073n8,,,,,https://dx.doi.org/10.1351/goldbook.S05854,,,https://academic.microsoft.com/v2/detail/48388179,,,http://physics.nist.gov/cgi-bin/cuu/Value?c,,http://www.omegawiki.org/DefinedMeaning:688281,,,https://psh.techlib.cz/skos/PSH3168,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q2111,,,,
sphereOfInfluence,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/041tlg,,,,,,,,https://academic.microsoft.com/v2/detail/175551801,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q928582,,,,
spinStabilisation,,,,,,,,,,,,,,https://www.britannica.com/technology/spin-stabilization,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2779482885,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7577350,,,,
spreadSpectrum,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0bgmp,,,,,,https://id.loc.gov/authorities/sh85126995,,https://academic.microsoft.com/v2/detail/105344744,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q958957,,,,
spuriousEmission,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2779748173,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7581565,,,,
spuriousFreeDynamicRange,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/03gqp3k,,,,,,,,https://academic.microsoft.com/v2/detail/119293636,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q657480,,,,
standingWaveRatio,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0bgqs,,,,,,,,https://academic.microsoft.com/v2/detail/163985990,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q188364,,,,
starNetwork,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/069442,https://www.britannica.com/technology/star-topology,,,,https://tools.wmflabs.org/freebase/m/06_v_,,,,,,,,https://academic.microsoft.com/v2/detail/71976206,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q841749,,,,
starTracker,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2777805442,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q3561009,,,,
staringArray,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2781177977,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7601922,,,,
startAzimuth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://schema.org/startTime,,,,,,,,,,,,,,
stateOfCharge,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/02qh_37,,,,,,,,https://academic.microsoft.com/v2/detail/2776582896,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q5368536,,,,
stateOfHealth,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2777294910,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q4050070,,,,
staticUnbalance,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/56894122,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7370301,,,,
status,,,,,http://id.loc.gov/ontologies/bibframe/Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.treccani.it/enciclopedia/condizione_(Dizionario-di-filosofia),,,,,,https://www.wikidata.org/wiki/Q813912,,,,
stepAngle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stepResponse,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/02nnz4,,,,,,,,https://academic.microsoft.com/v2/detail/160030872,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q2142864,,,,
stiffness,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/02dzkc,,,,,,,,https://academic.microsoft.com/v2/detail/2779372316,,,,,http://www.omegawiki.org/DefinedMeaning:959369,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q569057,,,,
stopband,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/46271340,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1971063,,,,
storageTemperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stream,,,,,,,,,,,,,,https://www.britannica.com/topic/streaming-data-transmission,,,,https://tools.wmflabs.org/freebase/m/0815_7,,,,,,,,https://academic.microsoft.com/v2/detail/132063705,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q618814,,,,
stress,,http://vocabulary.curriculum.edu.au/scot/12640.html,,,,https://thes.bncf.firenze.sbn.it/termine.php?id=56190,,,,,,,,https://www.britannica.com/science/stress-physics,,,,https://tools.wmflabs.org/freebase/m/026w02,,https://bigenc.ru/text/2248670,,,,,,https://academic.microsoft.com/v2/detail/89279210,https://id.ndl.go.jp/auth/ndlna/00568941,,,,,,,https://psh.techlib.cz/skos/PSH3066,,,,,https://snl.no/spenning_-_mekanikk,,,,,,,,https://www.wikidata.org/wiki/Q206175,,,,
structure,,,https://babelnet.org/synset?word=bn:03830506n,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0n68_,,https://bigenc.ru/text/4169822,,,,,,,,,,,http://www.omegawiki.org/DefinedMeaning:6431,,,,,,,,,,http://www.treccani.it/enciclopedia/struttura_(Dizionario-di-Storia)/,,,,,,https://www.wikidata.org/wiki/Q6671777,,,,
stub,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/081n6_,,,,,,,,https://academic.microsoft.com/v2/detail/63676506,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q3976238,,,,
subcarrier,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/077569,https://www.britannica.com/technology/subcarrier,,,,https://tools.wmflabs.org/freebase/m/01nyzc,https://www.enciclopedia.cat/EC-GEC-0144025.xml,,,,,,,https://academic.microsoft.com/v2/detail/198329298,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q586358,,,,
substrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q2362275,,,,
subsystem,,,,,,,,,,,,,,,,,,,https://www.enciclopedia.cat/EC-GEC-0144054.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q2400845,,,,
success,,,,,,,,,,,,,,,,,,,https://www.enciclopedia.cat/EC-GEC-0107449.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7632586,,,,
successRate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7632598,,,,
sunSensor,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2779689694,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1551438,,,,
surfaceFinish,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/06zz_c,,,,,,,,https://academic.microsoft.com/v2/detail/71039073,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q3439090,,,,
surfaceResistivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surfaceMountTechnology,,,https://babelnet.org/synset?word=bn:01636040n,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/01hsjk,,,,,,,,https://academic.microsoft.com/v2/detail/2776584680,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q191042,,,,
swathWidth,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/03h23hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1557150,,,,
switchingFrequency,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2777151078,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q30671714,,,,
syncword,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/026w6q0,,,,,,,,https://academic.microsoft.com/v2/detail/143617581,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1172491,,,,
syntheticApertureRadar,,,,,,https://thes.bncf.firenze.sbn.it/termine.php?id=59630,,,,,,,,https://www.britannica.com/technology/synthetic-aperture-radar,,,,https://tools.wmflabs.org/freebase/m/02_413,,,,,,,,https://academic.microsoft.com/v2/detail/87360688,https://id.ndl.go.jp/auth/ndlna/01148112,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q740686,,,,
systemIntegrationTesting,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/111524372,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7663718,,,,
systemOnAChip,,,https://babelnet.org/synset?word=bn:00123813n,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0plsj,,,,,,,,https://academic.microsoft.com/v2/detail/118021083,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q610398,,,,
systemSoftware,,,https://babelnet.org/synset?word=bn:00075772n,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/077717,,,,,https://tools.wmflabs.org/freebase/m/019w4r,,,,,,https://id.loc.gov/authorities/sh89000200,,https://academic.microsoft.com/v2/detail/2779960034,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q676202,,,,
targetUtilization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
technicalStandard,,,https://babelnet.org/synset?word=bn:00023853n,,,,,,,,http://purl.org/dc/terms/Standard,,,,,,,https://tools.wmflabs.org/freebase/m/025shgm,,,,,,,,https://academic.microsoft.com/v2/detail/135397884,https://id.ndl.go.jp/auth/ndlna/00566187,,,,,,,https://psh.techlib.cz/skos/PSH6456,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q317623,,,,http://www.yso.fi/onto/yso/p4513
technologyReadinessLevel,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/04p4nn,,,,,,,,https://academic.microsoft.com/v2/detail/2779001998,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1478071,,,,
telecommand,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0bjpgc,https://www.enciclopedia.cat/EC-GEC-0145282.xml,,,,,,,https://academic.microsoft.com/v2/detail/2775866887,https://id.ndl.go.jp/auth/ndlna/00561988,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q3773882,,,,
telecommunication,,http://vocabulary.curriculum.edu.au/scot/2836.html,,http://uri.gbv.de/terminology/bk/05.42,,https://thes.bncf.firenze.sbn.it/termine.php?id=1794,,https://www.cultureelwoordenboek.nl/techologie-en-techniek/telecommunicatie,,,,,,https://www.britannica.com/technology/telecommunication,,http://eurovoc.europa.eu/4424,,https://tools.wmflabs.org/freebase/m/029g_vk,,,,,,https://id.loc.gov/authorities/sh85133270,,https://academic.microsoft.com/v2/detail/76155785,https://id.ndl.go.jp/auth/ndlna/00561375,,,,http://www.omegawiki.org/DefinedMeaning:3731,,,https://psh.techlib.cz/skos/PSH9760,,,,,,,http://www.treccani.it/enciclopedia/telecomunicazioni_(Enciclopedia-Italiana)_(Enciclopedia-Italiana),,,,https://catalog.archives.gov/id/10643335,,https://www.wikidata.org/wiki/Q418,,,,
telecommunicationsNetwork,,,,,,https://thes.bncf.firenze.sbn.it/termine.php?id=3294,,,,,,,,https://www.britannica.com/technology/telecommunications-network,,http://eurovoc.europa.eu/3017,,https://tools.wmflabs.org/freebase/m/0ckzq,,,,,,,,https://academic.microsoft.com/v2/detail/192126672,,,,,,,,,,,,,,,,http://vocabularies.unesco.org/thesaurus/concept6062,,,,,https://www.wikidata.org/wiki/Q1068715,,,,
telemetry,,,,,,https://thes.bncf.firenze.sbn.it/termine.php?id=10369,,https://www.cultureelwoordenboek.nl/techologie-en-techniek/telemetrie,,,,,,https://www.britannica.com/technology/telemetry,,,,https://tools.wmflabs.org/freebase/m/0cjfh,https://www.enciclopedia.cat/EC-GEC-0145325.xml,,,,,,,https://academic.microsoft.com/v2/detail/183121708,,,,,http://www.omegawiki.org/DefinedMeaning:3733,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q209867,,,,
telemetryTrackingAndCommand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
telephoneNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.omegawiki.org/DefinedMeaning:1363816,,,,,,https://schema.org/telephone,,,,,,,,,,https://www.wikidata.org/wiki/Q214995,https://www.wikidata.org/wiki/Property:P1329,,,
telescope,,http://vocabulary.curriculum.edu.au/scot/1875.html,https://babelnet.org/synset?word=bn:00069738n,,,https://thes.bncf.firenze.sbn.it/termine.php?id=3752,,,,,,,,https://www.britannica.com/science/telescope,https://www.universalis.fr/encyclopedie/telescopes/,,,https://tools.wmflabs.org/freebase/m/0h2t9w,https://www.enciclopedia.cat/EC-GEC-0145356.xml,https://bigenc.ru/text/4186260,,,,,,https://academic.microsoft.com/v2/detail/2780848835,https://id.ndl.go.jp/auth/ndlna/00560817,,,,http://www.omegawiki.org/DefinedMeaning:456430,,,https://psh.techlib.cz/skos/PSH3456,,,,,,,,,http://astrothesaurus.org/uat/1689,,https://catalog.archives.gov/id/10666372,,https://www.wikidata.org/wiki/Q4213,,,,http://www.yso.fi/onto/yso/p3022
telescopeMount,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/026l6r,,,,,,,,https://academic.microsoft.com/v2/detail/2776144143,,,,,,,,,,,,,,,,,http://astrothesaurus.org/uat/1688,,,,https://www.wikidata.org/wiki/Q1205231,,,,
temperature,,http://vocabulary.curriculum.edu.au/scot/1067.html,,,,https://thes.bncf.firenze.sbn.it/termine.php?id=6683,,,,,,,,https://www.britannica.com/science/temperature,,,,https://tools.wmflabs.org/freebase/m/07gr_,https://www.enciclopedia.cat/EC-GEC-0239869.xml,,,,https://dx.doi.org/10.1351/goldbook.T06261,,,,https://id.ndl.go.jp/auth/ndlna/00568820,,,,http://www.omegawiki.org/DefinedMeaning:3738,,,https://psh.techlib.cz/skos/PSH3199,,,,,,,,http://vocabularies.unesco.org/thesaurus/concept4155,,,,,https://www.wikidata.org/wiki/Q11466,https://www.wikidata.org/wiki/Property:P2076,,,
temperatureCoefficient,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/048r77,,,,,,,,https://academic.microsoft.com/v2/detail/16643434,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q898642,,,,
temperatureCoefficientOfResistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temperatureDifference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tensileStrength,,,,,,,,,,,,,,https://www.britannica.com/science/tensile-strength,,,,https://tools.wmflabs.org/freebase/m/01jfl8,,https://bigenc.ru/text/3170109,,,,,,https://academic.microsoft.com/v2/detail/112950240,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q76005,https://www.wikidata.org/wiki/Property:P5479,,,
terminal,,,https://babelnet.org/synset?word=bn:00076597n,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/02c8v9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q3518405,,,,
terminalVelocity,,,,,,,,,,,,,,https://www.britannica.com/science/terminal-velocity,,,,https://tools.wmflabs.org/freebase/m/01m0w2,,,,,,,,https://academic.microsoft.com/v2/detail/200988565,,,,,http://www.omegawiki.org/DefinedMeaning:1288653,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q614981,,,,
thermalAdhesive,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2777484618,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q2596082,,,,
